id	node1	label	node2	node2;coor	node2;label
	cluster_0_0_3_6_21_40_1456	member	QNIHPER11253057	@40/-83.0125	'Ohio State University'@en
	cluster_0_0_3_6_21_40_623	member	QNIHPER9818189	@39.7743/-86.1764	'Indiana University – Purdue University Indianapolis'@en
	cluster_0_0_3_5_30_15_1065	member	QNIHPER11254357	@57.68333333/11.95833333	'Sahlgrenska University Hospital'@en
	cluster_0_0_3_5_30_15_1065	member	QNIHPER16025641	@50.7365/-3.53442	'University of Exeter'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER11260377	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER2096979	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_3_6_11_61_1642	member	QNIHPER11261888	@52.079889/0.186356	'European Bioinformatics Institute'@en
	cluster_0_0_3_6_11_61_1950	member	QNIHPER8790630	@52.079889/0.186356	'European Bioinformatics Institute'@en
	cluster_0_0_2_3_23_51_1075	member	QNIHPER11266086	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_3_23_51_1075	member	QNIHPER8088211	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_3_23_51_1075	member	QNIHPER8742431	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_3_5_30_39_305	member	QNIHPER11276204	@59.348888888889/18.026666666667	'Karolinska Institute'@en
	cluster_0_0_3_5_30_39_305	member	QNIHPER8868103	@59.348888888889/18.026666666667	'Karolinska Institute'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER11283563	@42.335743/-71.105138	'Harvard Medical School'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER9444350	@34.021667/-118.285278	'University of Southern California'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER11285561	@38.035555555556/-78.503333333333	'University of Virginia'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER8367604	@38.035555555556/-78.503333333333	'University of Virginia'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER9844900	@38.035555555556/-78.503333333333	'University of Virginia'@en
	cluster_0_0_3_6_11_74_1325	member	QNIHPER11296122	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_3_6_11_74_1325	member	QNIHPER9951318	@39.743461/-105.003119	'University of Colorado Denver'@en
	cluster_0_0_2_2_9_125_1867	member	QNIHPER11304455	@35.908611111111/-79.049166666667	'University of North Carolina at Chapel Hill'@en
	cluster_0_0_2_2_9_125_1867	member	QNIHPER9422737	@40.7997/-73.9389	'CUNY School of Public Health'@en
	cluster_0_0_2_2_9_125_1867	member	QNIHPER3122944	@40/-83.0125	'Ohio State University'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER11308185	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER1942222	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER11319400	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER11342163	@42.35982/-71.09211	'Massachusetts Institute of Technology'@en
	cluster_0_0_3_5_30_39_305	member	QNIHPER11351734	@25.721644/-80.279267	'University of Miami'@en
	cluster_0_0_3_5_30_39_305	member	QNIHPER7981983	@41.264429/-95.956377	'Boys Town National Research Hospital'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER11379576	@41.526222222222/-70.672888888889	'Marine Biological Laboratory'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER6903989	@44.975277777778/-93.234166666667	'University of Minnesota'@en
	cluster_0_0_3_6_11_35_364	member	QNIHPER11396687	@40/-83.0125	'Ohio State University'@en
	cluster_0_0_3_6_11_35_1321	member	QNIHPER6085315	@40/-83.0125	'Ohio State University'@en
	cluster_0_0_3_6_11_61_1689	member	QNIHPER11398056	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_3_6_11_61_1515	member	QNIHPER2798338	@40.424/-86.929	'Purdue University'@en
	cluster_0_0_3_6_7_2_1905	member	QNIHPER11453002	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_6_7_2_1975	member	QNIHPER12261672	@40.006666666667/-105.26722222222	'University of Colorado Boulder'@en
	cluster_0_0_2_2_14_8_259	member	QNIHPER1881721	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER11484579	@40.8075/-73.961944444444	'Columbia University'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER6483445	@40.807556/-73.964083	'Columbia University Medical Center'@en
	cluster_0_0_3_6_7_21_740	member	QNIHPER11514880	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_3_6_7_21_2017	member	QNIHPER11620367	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_3_22_129_1952	member	QNIHPER11515876	@51.755/-1.255	'University of Oxford'@en
	cluster_0_0_2_3_22_129_1952	member	QNIHPER8820024	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_3_22_129_1952	member	QNIHPER1927492	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_3_22_129_1039	member	QNIHPER6356426	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_3_22_129_1952	member	QNIHPER1878595	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_3_22_120_193	member	QNIHPER1926198	@35.908611111111/-79.049166666667	'University of North Carolina at Chapel Hill'@en
	cluster_0_0_3_6_7_2_1905	member	QNIHPER11533798	@40/-83.0125	'Ohio State University'@en
	cluster_0_0_3_6_7_2_1975	member	QNIHPER12157432	@39.953235/-82.979359	'Nationwide Children\'s Hospital'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER11536282	@35.908611111111/-79.049166666667	'University of North Carolina at Chapel Hill'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER2191564	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER11558336	@53.465555555556/-2.2336111111111	'University of Manchester'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER1899128	@33.64535/-117.84264166667	'University of California, Irvine'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER11565649	@40.006666666667/-105.26722222222	'University of Colorado Boulder'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER7540941	@40.006666666667/-105.26722222222	'University of Colorado Boulder'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER11571222	@38.54/-121.75	'University of California, Davis'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER12271732	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_2_2_9_101_401	member	QNIHPER11573406	@38.54/-121.75	'University of California, Davis'@en
	cluster_0_0_2_2_9_101_898	member	QNIHPER1877255	@38.54/-121.75	'University of California, Davis'@en
	cluster_0_0_2_3_22_120_2118	member	QNIHPER11581818	@45.4222/-75.6824	'University of Ottawa'@en
	cluster_0_0_2_3_22_120_2118	member	QNIHPER7948114	@43.128333/-77.628333	'University of Rochester'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER11609213	@38.637/-90.2646	'Washington University School of Medicine'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER1955335	@29.7105/-95.3965	'Baylor College of Medicine'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER1885037	@40.4431/-79.9613	'University of Pittsburgh School of Medicine'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER2428121	@40/-83.0125	'Ohio State University'@en
	cluster_0_0_2_3_22_120_2118	member	QNIHPER11610157	@34.1375/-118.125	'California Institute of Technology'@en
	cluster_0_0_2_3_22_120_2118	member	QNIHPER1915288	@45.498916666667/-122.68875	'Oregon Health & Science University'@en
	cluster_0_0_2_3_22_120_2118	member	QNIHPER7905873	@41.661666666667/-91.536388888889	'University of Iowa'@en
	cluster_0_0_3_6_7_21_740	member	QNIHPER1891769	@34.021667/-118.285278	'University of Southern California'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER11620955	@40.73/-73.995	'New York University'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER1890750	@40.73/-73.995	'New York University'@en
	cluster_0_0_3_6_21_33_1189	member	QNIHPER11627719	@29.935344/-90.122687	'Tulane University'@en
	cluster_0_0_3_6_21_33_1189	member	QNIHPER12164372	@37.5403/-77.4292	'Virginia Commonwealth University School of Medicine'@en
	cluster_0_0_3_6_21_33_1189	member	QNIHPER11630022	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_3_6_21_33_1189	member	QNIHPER2084686	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER11642575	@-37.908333333333/145.13805555556	'Monash University'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER8648307	@-37.908333333333/145.13805555556	'Monash University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER11643542	@32.985/-96.75	'University of Texas at Dallas'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER7836605	@29.7078/-95.3975	'University of Texas MD Anderson Cancer Center'@en
	cluster_0_0_2_2_14_112_374	member	QNIHPER11658393	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_14_112_374	member	QNIHPER1928388	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_14_112_374	member	QNIHPER1945278	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_3_6_7_21_1018	member	QNIHPER11675259	@29.7033/-95.4029	'University of Texas Health Science Center at Houston'@en
	cluster_0_0_3_6_7_21_1018	member	QNIHPER2044247	@36.0007/-78.9403	'Duke University School of Medicine'@en
	cluster_0_0_3_6_7_21_1018	member	QNIHPER1928562	@41.661666666667/-91.536388888889	'University of Iowa'@en
	cluster_0_0_2_3_22_129_391	member	QNIHPER11677656	@39.995383/-83.019036	'Wexner Medical Center at Ohio State University'@en
	cluster_0_0_2_3_22_129_391	member	QNIHPER9580311	@32.730666666667/-97.114583333333	'University of Texas at Arlington'@en
	cluster_0_0_2_2_14_8_1227	member	QNIHPER11694027	@39.751111111111/-105.2225	'Colorado School of Mines'@en
	cluster_0_0_2_2_14_8_1227	member	QNIHPER8840889	@39.751111111111/-105.2225	'Colorado School of Mines'@en
	cluster_0_0_3_6_11_74_871	member	QNIHPER11715809	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_3_6_11_74_307	member	QNIHPER12271382	@35.208611111111/-97.445833333333	'University of Oklahoma'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER11724249	@25.7529/-80.3732	'Florida International University'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER1980979	@25.721644/-80.279267	'University of Miami'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER11727961	@33.5/-86.8075	'University of Alabama at Birmingham'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER11730406	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER1862067	@40.8075/-73.961944444444	'Columbia University'@en
	cluster_0_0_2_3_24_124_87	member	QNIHPER11747731	@40/-83.0125	'Ohio State University'@en
	cluster_0_0_2_3_24_124_87	member	QNIHPER2057391	@32.2407/-110.946	'University of Arizona College of Medicine'@en
	cluster_0_0_2_3_24_124_87	member	QNIHPER7752615	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_2_2_14_8_1227	member	QNIHPER11757494	@42.35982/-71.09211	'Massachusetts Institute of Technology'@en
	cluster_0_0_2_2_14_8_1227	member	QNIHPER1933731	@42.35982/-71.09211	'Massachusetts Institute of Technology'@en
	cluster_0_0_2_2_14_112_374	member	QNIHPER11763986	@55.679722222222/12.5725	'University of Copenhagen'@en
	cluster_0_0_2_2_14_112_374	member	QNIHPER1858688	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER11773430	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER2407598	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_3_23_69_282	member	QNIHPER11781266	@42.335743/-71.105138	'Harvard Medical School'@en
	cluster_0_0_2_3_23_69_1917	member	QNIHPER11978635	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER11808387	@-17.816373/31.045941	'Medical Research Council of Zimbabwe'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER7507391	@38.900833333333/-77.050833333333	'George Washington University'@en
	cluster_0_0_2_2_9_93_952	member	QNIHPER11814300	@32.231666666667/-110.95194444444	'University of Arizona'@en
	cluster_0_0_2_2_9_93_952	member	QNIHPER9786952	@40.251666666666665/-111.65166666666667	'Brigham Young University'@en
	cluster_0_0_2_3_23_60_1657	member	QNIHPER11814637	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_3_23_60_79	member	QNIHPER1927477	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_6_7_21_1018	member	QNIHPER11820453	@40.7895/-73.9538	'Icahn School of Medicine at Mount Sinai'@en
	cluster_0_0_3_6_7_21_1018	member	QNIHPER8651962	@40.8426/-73.9432	'Columbia University Mailman School of Public Health'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER11838628	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER9824992	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_3_6_21_33_1189	member	QNIHPER11900695	@35.14083333/-90.03	'University of Tennessee Health Science Center'@en
	cluster_0_0_3_6_21_33_1189	member	QNIHPER2196764	@35.14083333/-90.03	'University of Tennessee Health Science Center'@en
	cluster_0_0_3_6_11_61_1515	member	QNIHPER11907558	@51.5209007/-0.1302803	'London School of Hygiene & Tropical Medicine'@en
	cluster_0_0_3_6_11_61_1689	member	QNIHPER3104126	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_3_5_15_119_520	member	QNIHPER11908044	@40.7645/-73.9541	'Weill Cornell Medicine'@en
	cluster_0_0_3_5_15_119_1510	member	QNIHPER2099443	@40.7645/-73.9541	'Weill Cornell Medicine'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER11914369	@52.079889/0.186356	'European Bioinformatics Institute'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER1900244	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER11950379	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER8116883	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER12537542	@42.33615277777778/-71.10683333333333	'Brigham and Women\'s Hospital'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER11956712	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER8454352	@35.787222222222/-78.670555555556	'North Carolina State University'@en
	cluster_0_0_3_5_30_15_1065	member	QNIHPER11980208	@-22.4354831/-45.4577855	'Faculdade de Medicina de Itajubá'@en
	cluster_0_0_3_5_30_15_1065	member	QNIHPER1873167	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_3_6_7_2_1145	member	QNIHPER7622745	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER11993517	@33.9558/-83.3745	'University of Georgia'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER15808320	@41.524516666667/-70.670972222222	'Woods Hole Oceanographic Institution'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER12006449	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER9076215	@38.648/-90.305	'Washington University in St. Louis'@en
	cluster_0_0_2_2_14_8_1497	member	QNIHPER12019685	@33.5/-86.8075	'University of Alabama at Birmingham'@en
	cluster_0_0_2_2_14_8_1497	member	QNIHPER12079330	@33.5/-86.8075	'University of Alabama at Birmingham'@en
	cluster_0_0_3_6_21_40_623	member	QNIHPER12028983	@40.8075/-73.961944444444	'Columbia University'@en
	cluster_0_0_3_6_21_40_1456	member	QNIHPER8019435	@40.8075/-73.961944444444	'Columbia University'@en
	cluster_0_0_3_6_21_40_1456	member	QNIHPER1863727	@35.7005/-105.909	'Santa Fe Institute'@en
	cluster_0_0_3_6_21_40_1456	member	QNIHPER6205023	@40.8075/-73.961944444444	'Columbia University'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER12034308	@30.28614/-97.73942	'University of Texas at Austin'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER7915746	@30.28614/-97.73942	'University of Texas at Austin'@en
	cluster_0_0_3_5_30_15_444	member	QNIHPER12049262	@39.3275/-82.1	'Ohio University'@en
	cluster_0_0_3_5_30_15_444	member	QNIHPER6581004	@40.0198/-75.1797	'Drexel University College of Medicine'@en
	cluster_0_0_2_3_23_60_1880	member	QNIHPER12052012	@39.291388888889/-76.625	'University of Maryland, Baltimore'@en
	cluster_0_0_2_3_23_60_1880	member	QNIHPER6926683	@40.8075/-73.961944444444	'Columbia University'@en
	cluster_0_0_2_2_9_93_2350	member	QNIHPER12074246	@42.026194444444/-93.648444444444	'Iowa State University'@en
	cluster_0_0_3_6_11_35_1298	member	QNIHPER12078032	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_2_14_8_1497	member	QNIHPER14881405	@32.603374/-85.486078	'Auburn University'@en
	cluster_0_0_2_2_9_93_852	member	QNIHPER12081117	@34.07222222222222/-118.44416666666666	'University of California, Los Angeles'@en
	cluster_0_0_2_2_9_93_852	member	QNIHPER9493483	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER12087081	@40.914224/-73.11623	'Stony Brook University'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER12091070	@33.975555555556/-117.33111111111	'University of California, Riverside'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER14440114	@42.447222222222/-76.483055555556	'Cornell University'@en
	cluster_0_0_3_6_11_61_1642	member	QNIHPER12100290	@30.663611/76.7275	'Indian Institute of Science Education and Research, Mohali'@en
	cluster_0_0_3_6_11_61_1950	member	QNIHPER14189960	@39.291388888889/-76.625	'University of Maryland, Baltimore'@en
	cluster_0_0_2_3_24_142_1879	member	QNIHPER12103852	@42.3496/-71.0997	'Boston University'@en
	cluster_0_0_2_3_24_142_1879	member	QNIHPER9196918	@42.338/-71.1072	'Dana–Farber Cancer Institute'@en
	cluster_0_0_3_5_15_119_520	member	QNIHPER12103963	@32.231666666667/-110.95194444444	'University of Arizona'@en
	cluster_0_0_3_5_15_119_1510	member	QNIHPER1862824	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_3_6_11_74_871	member	QNIHPER12104414	@54.584166666667/-5.9347222222222	'Queen\'s University Belfast'@en
	cluster_0_0_3_6_11_74_307	member	QNIHPER1949789	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER12106076	@46.7252/-117.1596	'Washington State University'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1984470	@30.610369/-96.344056	'Texas A&M University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER12146087	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER9574942	@33.9975/-81.025277777778	'University of South Carolina'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER12149163	@50.8471/5.6866666666667	'Maastricht University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER9643350	@40.8075/-73.961944444444	'Columbia University'@en
	cluster_0_0_2_3_24_142_2101	member	QNIHPER12161630	@39.679111111111/-75.752166666667	'University of Delaware'@en
	cluster_0_0_2_3_24_142_2101	member	QNIHPER1917714	@38.648/-90.305	'Washington University in St. Louis'@en
	cluster_0_0_2_3_24_142_2101	member	QNIHPER1884004	@43.703333333333/-72.288333333333	'Dartmouth College'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER12162112	@32.985/-96.75	'University of Texas at Dallas'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER1858743	@43.07527778/-89.40972222	'University of Wisconsin–Madison'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER1967224	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_2_2_9_93_852	member	QNIHPER12164697	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_2_9_93_852	member	QNIHPER9388817	@35.08389/-106.61861	'University of New Mexico'@en
	cluster_0_0_3_6_7_13_53	member	QNIHPER12199168	@48.8477/2.264	'National Center for Scientific Research'@en
	cluster_0_0_3_6_7_13_53	member	QNIHPER14103799	@48.847222/2.356389	'Pierre and Marie Curie University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER12210199	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER12556680	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_5_30_15_1065	member	QNIHPER12212215	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_3_5_30_15_1065	member	QNIHPER8737461	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER12226624	@33.7758/-84.3947	'Georgia Institute of Technology'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER7016435	@41.871889/-87.64925	'University of Illinois at Chicago'@en
	cluster_0_0_2_3_24_124_1780	member	QNIHPER12255703	@36.0007/-78.9403	'Duke University School of Medicine'@en
	cluster_0_0_2_3_24_124_1780	member	QNIHPER2048154	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_2_3_24_124_1780	member	QNIHPER7781708	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_3_6_7_31_2272	member	QNIHPER12255900	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_3_6_7_31_2272	member	QNIHPER6849698	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_2_14_8_1497	member	QNIHPER12272271	@38.035555555556/-78.503333333333	'University of Virginia'@en
	cluster_0_0_2_2_14_8_1497	member	QNIHPER8042692	@33.5/-86.8075	'University of Alabama at Birmingham'@en
	cluster_0_0_2_2_14_8_1497	member	QNIHPER1893792	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER12280974	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER1890901	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_6_21_40_1800	member	QNIHPER12301129	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_3_6_21_40_1238	member	QNIHPER1891094	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER12304479	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER6619530	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER12306227	@51.5245592/-0.1340401	'University College London'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER14386197	@51.5245592/-0.1340401	'University College London'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER12329081	@38.912/-77.077	'Georgetown University Medical Center'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER6831037	@38.907222222222/-77.072777777778	'Georgetown University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER12340872	@40.7895/-73.9538	'Icahn School of Medicine at Mount Sinai'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER6114904	@40.7895/-73.9538	'Icahn School of Medicine at Mount Sinai'@en
	cluster_0_0_3_6_11_102_1932	member	QNIHPER12411671	@40.7645/-73.9541	'Weill Cornell Medicine'@en
	cluster_0_0_3_6_11_102_811	member	QNIHPER1863266	@42.447222222222/-76.483055555556	'Cornell University'@en
	cluster_0_0_3_6_11_102_811	member	QNIHPER8049199	@40.7641/-73.9568	'Memorial Sloan Kettering Cancer Center'@en
	cluster_0_0_3_6_21_40_1238	member	QNIHPER12417765	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_3_6_21_40_1800	member	QNIHPER1871244	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_3_5_28_70_916	member	QNIHPER12417895	@42.725/-84.48	'Michigan State University'@en
	cluster_0_0_3_5_28_70_1259	member	QNIHPER9342168	@41.6995885/-86.2370781	'University of Notre Dame'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER12444052	@37.87/-122.259	'University of California, Berkeley'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1880263	@40.850852/-73.844949	'Albert Einstein College of Medicine'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER12466665	@28.6016/-81.2005	'University of Central Florida'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER7075581	@40.8075/-73.961944444444	'Columbia University'@en
	cluster_0_0_3_6_11_61_1950	member	QNIHPER9839061	@40.73/-73.995	'New York University'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER12502078	@44.975277777778/-93.234166666667	'University of Minnesota'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER1876457	@44.975277777778/-93.234166666667	'University of Minnesota'@en
	cluster_0_0_3_6_7_2_1975	member	QNIHPER12506664	@43.07527778/-89.40972222	'University of Wisconsin–Madison'@en
	cluster_0_0_3_6_7_2_1905	member	QNIHPER8554891	@43.07527778/-89.40972222	'University of Wisconsin–Madison'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER12510942	@40.7895/-73.9538	'Icahn School of Medicine at Mount Sinai'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER14967123	@40.7895/-73.9538	'Icahn School of Medicine at Mount Sinai'@en
	cluster_0_0_2_2_14_8_259	member	QNIHPER12517728	@38.9975/-77.10194444444444	'National Institutes of Health'@en
	cluster_0_0_2_2_14_8_259	member	QNIHPER6074450	@39.9497/-75.1949	'Perelman School of Medicine at the University of Pennsylvania'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER12522190	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER7036028	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER8727857	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER12547136	@-15.394722222222223/28.33222222222222	'University of Zambia'@en
	cluster_0_0_3_5_15_50_1729	member	QNIHPER12551475	@44.4775/-73.19361	'University of Vermont'@en
	cluster_0_0_3_5_15_50_1108	member	QNIHPER1862921	@44.4775/-73.19361	'University of Vermont'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER12559250	@46.762061/23.5836	'Iuliu Hațieganu University of Medicine and Pharmacy'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER9298558	@40.7895/-73.9538	'Icahn School of Medicine at Mount Sinai'@en
	cluster_0_0_3_6_21_33_859	member	QNIHPER12560322	@44.3655/-68.1965	'Jackson Laboratory'@en
	cluster_0_0_3_6_21_33_859	member	QNIHPER1911540	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
